"phenotype","snp","adjustment","beta","SE","OR","p","type","n_total","n_cases","n_controls","HWE_p","allele_freq","n_no_snp","note","p.value","bonferroni","fdr","description","groupnum","group","color","X","order_num"
442.1,"chr6_169241949_T_C_C",NA,-8.26491664872994,257.534967176831,0.000257390377042094,0.974398359665468,"logistic",43462,232,43230,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Aortic aneurysm",8,"Circulatory system","red",NA,"1"
427.2,"chr6_169241949_T_C_C",NA,1.57144141090697,1.04253852714316,4.81358154461096,0.13172810351008,"logistic",43462,680,42782,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Atrial fibrillation and flutter",8,"Circulatory system","red",NA,"2"
426,"chr6_169241949_T_C_C",NA,1.56274606194328,0.987961822397549,4.77190722228264,0.113697996905537,"logistic",43462,808,42654,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Cardiac conduction defects",8,"Circulatory system","red",NA,"3"
425,"chr6_169241949_T_C_C",NA,-8.69768455586506,268.027028282814,0.000166971978028225,0.974112571885518,"logistic",43462,233,43229,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Cardiomyopathy",8,"Circulatory system","red",NA,"4"
421,"chr6_169241949_T_C_C",NA,1.09728506872399,0.83495924610516,2.99602098126824,0.188786311546093,"logistic",43462,6519,36943,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Cardiovascular disease",8,"Circulatory system","red",NA,"5"
411,"chr6_169241949_T_C_C",NA,0.982619503518899,0.915719746569506,2.67144494389955,0.283245532905034,"logistic",43462,4094,39368,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Coronary heart disease",8,"Circulatory system","red",NA,"6"
428,"chr6_169241949_T_C_C",NA,-9.06948206620705,154.158749802511,0.000115126150931303,0.953085845373303,"logistic",43462,1360,42102,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Heart failure",8,"Circulatory system","red",NA,"7"
395,"chr6_169241949_T_C_C",NA,1.36519575028746,0.964504329596671,3.91648963093235,0.15694021462778,"logistic",43462,1313,42149,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Non-rheumatic valvular heart disease",8,"Circulatory system","red",NA,"8"
401,"chr6_169241949_T_C_C",NA,0.352445093548951,0.833184066260293,1.4225415468965,0.67228805114813,"logistic",43462,12224,31238,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Hypertension",8,"Circulatory system","red",NA,"9"
425.1,"chr6_169241949_T_C_C",NA,-8.63165987461065,434.282478102808,0.000178368330247613,0.984142545291353,"logistic",43462,122,43340,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Hypertrophic cardiomyopathy",8,"Circulatory system","red",NA,"10"
430.2,"chr6_169241949_T_C_C",NA,2.00615383929362,0.969776473265659,7.43466736094279,0.038576450108072,"logistic",43462,123,43339,1,0.000103538723482582,0,"",TRUE,FALSE,FALSE,"Intracerebral haemorrhage",8,"Circulatory system","red",NA,"11"
433.2,"chr6_169241949_T_C_C",NA,0.887679888462716,0.943185415809637,2.42948642787643,0.346627487946708,"logistic",43462,691,42771,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Ischemic stroke",8,"Circulatory system","red",NA,"12"
443,"chr6_169241949_T_C_C",NA,-8.80981675084465,160.698357567154,0.000149260605312676,0.956280216812437,"logistic",43462,712,42750,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Peripheral arterial disease",8,"Circulatory system","red",NA,"13"
454.1,"chr6_169241949_T_C_C",NA,-9.07410723129465,98.8563813386976,0.000114594902979131,0.926864246480795,"logistic",43462,2200,41262,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Peripheral venous and lymphatic disease",8,"Circulatory system","red",NA,"14"
402,"chr6_169241949_T_C_C",NA,-8.09703803666284,265.373395980175,0.000304439542701704,0.975658828470007,"logistic",43462,167,43295,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Portal hypertension",8,"Circulatory system","red",NA,"15"
415.2,"chr6_169241949_T_C_C",NA,-9.22202546991017,437.561861697982,9.88382907681056e-05,0.98318508151042,"logistic",43462,131,43331,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Pulmonary hypertension",8,"Circulatory system","red",NA,"16"
394,"chr6_169241949_T_C_C",NA,-8.27162166388995,266.904503409641,0.000255670343531361,0.975276764400035,"logistic",43462,211,43251,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Rheumatic valve disorder",8,"Circulatory system","red",NA,"17"
430.1,"chr6_169241949_T_C_C",NA,3.41752720741886,1.08591568153283,30.4939165828362,0.00164876761119294,"logistic",43462,109,43353,1,0.000103538723482582,0,"",TRUE,FALSE,FALSE,"Subarachnoid haemorrhage",8,"Circulatory system","red",NA,"18"
430.3,"chr6_169241949_T_C_C",NA,2.85354006781185,1.21843093425161,17.3490902144735,0.0191817770209154,"logistic",43462,121,43341,1,0.000103538723482582,0,"",TRUE,FALSE,FALSE,"Subdural haematoma",8,"Circulatory system","red",NA,"19"
427.11,"chr6_169241949_T_C_C",NA,-8.92091327956845,270.95575387065,0.000133566205785238,0.973735293886565,"logistic",43462,276,43186,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Supraventricular tachycardia",8,"Circulatory system","red",NA,"20"
452,"chr6_169241949_T_C_C",NA,-9.21014544211941,166.898136030954,0.000100019494885683,0.955991690914638,"logistic",43462,843,42619,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Venous thromboembolism",8,"Circulatory system","red",NA,"21"
747,"chr6_169241949_T_C_C",NA,1.51885530543773,0.925678527525755,4.56699438823308,0.100838494694415,"logistic",43462,442,43020,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Congenital cardiac disease",15,"Congenital anomalies","mediumspringgreen",NA,"22"
751.21,"chr6_169241949_T_C_C",NA,-8.83083605837318,460.648875993807,0.000146155993447035,0.984705148394063,"logistic",43462,71,43391,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Cystic renal disease",15,"Congenital anomalies","mediumspringgreen",NA,"23"
704.1,"chr6_169241949_T_C_C",NA,1.84732789175712,0.934058551559214,6.34284808129459,0.04795769100276,"logistic",43462,703,42759,1,0.000103538723482582,0,"",TRUE,FALSE,FALSE,"Alopecia",13,"Dermatologic","firebrick",NA,"24"
707,"chr6_169241949_T_C_C",NA,-9.48794473211496,165.245217204488,7.57596497601694e-05,0.954212731605312,"logistic",43462,912,42550,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Chronic ulcer of skin",13,"Dermatologic","firebrick",NA,"25"
685,"chr6_169241949_T_C_C",NA,0.014347480545066,0.715542943461699,1.01445089965335,0.984002544812041,"logistic",43462,12421,31041,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Dermatitis",13,"Dermatologic","firebrick",NA,"26"
705.3,"chr6_169241949_T_C_C",NA,-9.00481632039155,281.140541687982,0.000122816852000574,0.974448453483492,"logistic",43462,219,43243,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Hidradenitis suppurativa",13,"Dermatologic","firebrick",NA,"27"
695.7,"chr6_169241949_T_C_C",NA,-8.84431133907462,165.769953177791,0.000144199710740686,0.9574507147583,"logistic",43462,658,42804,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Lichen planus",13,"Dermatologic","firebrick",NA,"28"
696.4,"chr6_169241949_T_C_C",NA,0.949213375563783,0.90950007532926,2.58367647669327,0.296640418835262,"logistic",43462,1493,41969,1,0.000103538723482582,0,"",FALSE,FALSE,FALSE,"Psoriasis",13,"Dermatologic","firebrick",NA,"29"
