"phenotype","snp","adjustment","beta","SE","OR","p","type","n_total","n_cases","n_controls","HWE_p","allele_freq","n_no_snp","note","p.value","bonferroni","fdr","description","groupnum","group","color","X","order_num"
442.1,"chr7_74519666_G_A_A",NA,-10.6117318258538,245.389448096302,2.46254074252846e-05,0.965506671886031,"logistic",43462,232,43230,0.137211315013295,0.00082830978786066,0,"",FALSE,FALSE,FALSE,"Aortic aneurysm",8,"Circulatory system","red",NA,"1"
427.2,"chr7_74519666_G_A_A",NA,0.210305870126668,1.03386754086359,1.23405546293642,0.838809388230483,"logistic",43462,680,42782,0.137211315013295,0.00082830978786066,0,"",FALSE,FALSE,FALSE,"Atrial fibrillation and flutter",8,"Circulatory system","red",NA,"2"
426,"chr7_74519666_G_A_A",NA,0.663995496797725,0.742316714927285,1.94253825507437,0.371059332249332,"logistic",43462,808,42654,0.137211315013295,0.00082830978786066,0,"",FALSE,FALSE,FALSE,"Cardiac conduction defects",8,"Circulatory system","red",NA,"3"
425,"chr7_74519666_G_A_A",NA,-11.0698935128213,267.22568108623,1.55742209652947e-05,0.96695687492765,"logistic",43462,233,43229,0.137211315013295,0.00082830978786066,0,"",FALSE,FALSE,FALSE,"Cardiomyopathy",8,"Circulatory system","red",NA,"4"
421,"chr7_74519666_G_A_A",NA,0.430915002830386,0.344369186111636,1.53866476224888,0.210818860423305,"logistic",43462,6519,36943,0.137211315013295,0.00082830978786066,0,"",FALSE,FALSE,FALSE,"Cardiovascular disease",8,"Circulatory system","red",NA,"5"
411,"chr7_74519666_G_A_A",NA,0.493968604161736,0.429852763950028,1.63880710826315,0.250490968560425,"logistic",43462,4094,39368,0.137211315013295,0.00082830978786066,0,"",FALSE,FALSE,FALSE,"Coronary heart disease",8,"Circulatory system","red",NA,"6"
428,"chr7_74519666_G_A_A",NA,0.876602553070275,0.555384170376719,2.40272270094819,0.114480285759813,"logistic",43462,1360,42102,0.137211315013295,0.00082830978786066,0,"",FALSE,FALSE,FALSE,"Heart failure",8,"Circulatory system","red",NA,"7"
395,"chr7_74519666_G_A_A",NA,0.473317825546402,0.622155565198838,1.60531151091422,0.446793941192846,"logistic",43462,1313,42149,0.137211315013295,0.00082830978786066,0,"",FALSE,FALSE,FALSE,"Non-rheumatic valvular heart disease",8,"Circulatory system","red",NA,"8"
401,"chr7_74519666_G_A_A",NA,-0.333945489853494,0.328099526854577,0.716092815487628,0.308764621900561,"logistic",43462,12224,31238,0.137211315013295,0.00082830978786066,0,"",FALSE,FALSE,FALSE,"Hypertension",8,"Circulatory system","red",NA,"9"
425.1,"chr7_74519666_G_A_A",NA,-11.4543910589967,432.115744013646,1.06028146508301e-05,0.978852398411938,"logistic",43462,122,43340,0.137211315013295,0.00082830978786066,0,"",FALSE,FALSE,FALSE,"Hypertrophic cardiomyopathy",8,"Circulatory system","red",NA,"10"
430.2,"chr7_74519666_G_A_A",NA,-11.4474103219542,440.115584985483,1.06770890552414e-05,0.979249355133537,"logistic",43462,123,43339,0.137211315013295,0.00082830978786066,0,"",FALSE,FALSE,FALSE,"Intracerebral haemorrhage",8,"Circulatory system","red",NA,"11"
