"phenotype","snp","adjustment","beta","SE","OR","p","type","n_total","n_cases","n_controls","HWE_p","allele_freq","n_no_snp","note","p.value","bonferroni","fdr","description","groupnum","group","color","X","order_num"
442.1,"chr9_131513242_C_A_A",NA,-8.80736734999937,273.418963665732,0.000149626652480607,0.974302999093699,"logistic",43462,232,43230,0.0133957743414012,8.05301182642308e-05,0,"",FALSE,FALSE,FALSE,"Aortic aneurysm",8,"Circulatory system","red",NA,"1"
427.2,"chr9_131513242_C_A_A",NA,-8.8226701326817,180.447428911009,0.000147354378732227,0.961004328936375,"logistic",43462,680,42782,0.0133957743414012,8.05301182642308e-05,0,"",FALSE,FALSE,FALSE,"Atrial fibrillation and flutter",8,"Circulatory system","red",NA,"2"
426,"chr9_131513242_C_A_A",NA,-9.09511193008814,185.059725569751,0.000112212974973327,0.960802227300561,"logistic",43462,808,42654,0.0133957743414012,8.05301182642308e-05,0,"",FALSE,FALSE,FALSE,"Cardiac conduction defects",8,"Circulatory system","red",NA,"3"
425,"chr9_131513242_C_A_A",NA,-8.85443570541975,305.893630254759,0.000142747145600739,0.976907557421414,"logistic",43462,233,43229,0.0133957743414012,8.05301182642308e-05,0,"",FALSE,FALSE,FALSE,"Cardiomyopathy",8,"Circulatory system","red",NA,"4"
421,"chr9_131513242_C_A_A",NA,-10.6345544093326,108.326926734602,2.40697568180877e-05,0.921796570804086,"logistic",43462,6519,36943,0.0133957743414012,8.05301182642308e-05,0,"",FALSE,FALSE,FALSE,"Cardiovascular disease",8,"Circulatory system","red",NA,"5"
411,"chr9_131513242_C_A_A",NA,-10.1004435564303,102.290743049926,4.10613381648733e-05,0.921342724693019,"logistic",43462,4094,39368,0.0133957743414012,8.05301182642308e-05,0,"",FALSE,FALSE,FALSE,"Coronary heart disease",8,"Circulatory system","red",NA,"6"
428,"chr9_131513242_C_A_A",NA,-9.69025897332173,179.399456494917,6.18833761991638e-05,0.95692322527094,"logistic",43462,1360,42102,0.0133957743414012,8.05301182642308e-05,0,"",FALSE,FALSE,FALSE,"Heart failure",8,"Circulatory system","red",NA,"7"
395,"chr9_131513242_C_A_A",NA,-9.7028109135394,183.577279674346,6.11114743281923e-05,0.95784816040777,"logistic",43462,1313,42149,0.0133957743414012,8.05301182642308e-05,0,"",FALSE,FALSE,FALSE,"Non-rheumatic valvular heart disease",8,"Circulatory system","red",NA,"8"
401,"chr9_131513242_C_A_A",NA,-10.9077951797136,60.6576953631932,1.83149080959241e-05,0.857289631370441,"logistic",43462,12224,31238,0.0133957743414012,8.05301182642308e-05,0,"",FALSE,FALSE,FALSE,"Hypertension",8,"Circulatory system","red",NA,"9"
425.1,"chr9_131513242_C_A_A",NA,-8.52309268624304,296.718533071326,0.000198823574604434,0.977084313073244,"logistic",43462,122,43340,0.0133957743414012,8.05301182642308e-05,0,"",FALSE,FALSE,FALSE,"Hypertrophic cardiomyopathy",8,"Circulatory system","red",NA,"10"
