"phenotype","snp","adjustment","beta","SE","OR","p","type","n_total","n_cases","n_controls","HWE_p","allele_freq","n_no_snp","note","p.value","bonferroni","fdr","description","groupnum","group","color","X","order_num"
442.1,"chr7_117427432_G_T_T",NA,5.27320217511746,1.30277958540697,195.039514230958,5.17333447336098e-05,"logistic",43462,232,43230,0.00956841026842883,5.75215130458792e-05,0,"",TRUE,FALSE,TRUE,"Aortic aneurysm",8,"Circulatory system","red",NA,"1"
427.2,"chr7_117427432_G_T_T",NA,-7.86167660976575,228.725034611732,0.000385227453517628,0.972580721193165,"logistic",43462,680,42782,0.00956841026842883,5.75215130458792e-05,0,"",FALSE,FALSE,FALSE,"Atrial fibrillation and flutter",8,"Circulatory system","red",NA,"2"
426,"chr7_117427432_G_T_T",NA,3.50243993960327,1.18306867765812,33.1963503148235,0.00307169520767527,"logistic",43462,808,42654,0.00956841026842883,5.75215130458792e-05,0,"",TRUE,FALSE,FALSE,"Cardiac conduction defects",8,"Circulatory system","red",NA,"3"
425,"chr7_117427432_G_T_T",NA,-7.94236675180412,231.25849774559,0.00035536442284307,0.972602752745152,"logistic",43462,233,43229,0.00956841026842883,5.75215130458792e-05,0,"",FALSE,FALSE,FALSE,"Cardiomyopathy",8,"Circulatory system","red",NA,"4"
421,"chr7_117427432_G_T_T",NA,1.09810185399825,1.17545316193218,2.99846908673927,0.350203583221584,"logistic",43462,6519,36943,0.00956841026842883,5.75215130458792e-05,0,"",FALSE,FALSE,FALSE,"Cardiovascular disease",8,"Circulatory system","red",NA,"5"
411,"chr7_117427432_G_T_T",NA,2.01271532750462,1.2549304484057,7.48361023664006,0.108747976267971,"logistic",43462,4094,39368,0.00956841026842883,5.75215130458792e-05,0,"",FALSE,FALSE,FALSE,"Coronary heart disease",8,"Circulatory system","red",NA,"6"
428,"chr7_117427432_G_T_T",NA,-7.99940364660252,137.797925019445,0.000335662741843774,0.953707448192512,"logistic",43462,1360,42102,0.00956841026842883,5.75215130458792e-05,0,"",FALSE,FALSE,FALSE,"Heart failure",8,"Circulatory system","red",NA,"7"
395,"chr7_117427432_G_T_T",NA,-8.10231509136945,138.788731189442,0.000302837230044125,0.953446926879502,"logistic",43462,1313,42149,0.00956841026842883,5.75215130458792e-05,0,"",FALSE,FALSE,FALSE,"Non-rheumatic valvular heart disease",8,"Circulatory system","red",NA,"8"
401,"chr7_117427432_G_T_T",NA,0.270541425575046,1.21560552150495,1.3106738910265,0.823880365281706,"logistic",43462,12224,31238,0.00956841026842883,5.75215130458792e-05,0,"",FALSE,FALSE,FALSE,"Hypertension",8,"Circulatory system","red",NA,"9"
425.1,"chr7_117427432_G_T_T",NA,-8.19675289443209,370.834664406886,0.000275546848608591,0.982365375440615,"logistic",43462,122,43340,0.00956841026842883,5.75215130458792e-05,0,"",FALSE,FALSE,FALSE,"Hypertrophic cardiomyopathy",8,"Circulatory system","red",NA,"10"
430.2,"chr7_117427432_G_T_T",NA,-8.13200183775971,378.758528681926,0.000293979112884563,0.98287061605741,"logistic",43462,123,43339,0.00956841026842883,5.75215130458792e-05,0,"",FALSE,FALSE,FALSE,"Intracerebral haemorrhage",8,"Circulatory system","red",NA,"11"
433.2,"chr7_117427432_G_T_T",NA,3.90425861296295,1.21755177343868,49.6132836283709,0.00134291722581347,"logistic",43462,691,42771,0.00956841026842883,5.75215130458792e-05,0,"",TRUE,FALSE,FALSE,"Ischemic stroke",8,"Circulatory system","red",NA,"12"
443,"chr7_117427432_G_T_T",NA,3.53778103066931,1.1724609365432,34.3905229460585,0.00254955009269231,"logistic",43462,712,42750,0.00956841026842883,5.75215130458792e-05,0,"",TRUE,FALSE,FALSE,"Peripheral arterial disease",8,"Circulatory system","red",NA,"13"
454.1,"chr7_117427432_G_T_T",NA,2.30204601743352,1.13050016417397,9.99461069714601,0.0417194823616771,"logistic",43462,2200,41262,0.00956841026842883,5.75215130458792e-05,0,"",TRUE,FALSE,FALSE,"Peripheral venous and lymphatic disease",8,"Circulatory system","red",NA,"14"
402,"chr7_117427432_G_T_T",NA,-7.97470750714341,371.379859042268,0.000344055523826397,0.98286819575753,"logistic",43462,167,43295,0.00956841026842883,5.75215130458792e-05,0,"",FALSE,FALSE,FALSE,"Portal hypertension",8,"Circulatory system","red",NA,"15"
415.2,"chr7_117427432_G_T_T",NA,-7.13792794518222,381.734496902702,0.000794396425248632,0.985081488086267,"logistic",43462,131,43331,0.00956841026842883,5.75215130458792e-05,0,"",FALSE,FALSE,FALSE,"Pulmonary hypertension",8,"Circulatory system","red",NA,"16"
394,"chr7_117427432_G_T_T",NA,-7.63495559483987,234.32837434795,0.000483260073468622,0.974007691004444,"logistic",43462,211,43251,0.00956841026842883,5.75215130458792e-05,0,"",FALSE,FALSE,FALSE,"Rheumatic valve disorder",8,"Circulatory system","red",NA,"17"
430.1,"chr7_117427432_G_T_T",NA,-8.41323188368018,392.141999948824,0.000221911504558497,0.982883055417399,"logistic",43462,109,43353,0.00956841026842883,5.75215130458792e-05,0,"",FALSE,FALSE,FALSE,"Subarachnoid haemorrhage",8,"Circulatory system","red",NA,"18"
430.3,"chr7_117427432_G_T_T",NA,-8.12440392841124,387.585945065245,0.000296221246512441,0.983276323960644,"logistic",43462,121,43341,0.00956841026842883,5.75215130458792e-05,0,"",FALSE,FALSE,FALSE,"Subdural haematoma",8,"Circulatory system","red",NA,"19"
427.11,"chr7_117427432_G_T_T",NA,-7.68001947226563,235.801410616407,0.000461965903171292,0.974017603480232,"logistic",43462,276,43186,0.00956841026842883,5.75215130458792e-05,0,"",FALSE,FALSE,FALSE,"Supraventricular tachycardia",8,"Circulatory system","red",NA,"20"
452,"chr7_117427432_G_T_T",NA,-7.95179926563046,144.579560529907,0.000352028202220692,0.95613888568331,"logistic",43462,843,42619,0.00956841026842883,5.75215130458792e-05,0,"",FALSE,FALSE,FALSE,"Venous thromboembolism",8,"Circulatory system","red",NA,"21"
747,"chr7_117427432_G_T_T",NA,3.39641504660179,1.12846694927117,29.8568724628943,0.00261453920016635,"logistic",43462,442,43020,0.00956841026842883,5.75215130458792e-05,0,"",TRUE,FALSE,FALSE,"Congenital cardiac disease",15,"Congenital anomalies","mediumspringgreen",NA,"22"
751.21,"chr7_117427432_G_T_T",NA,-7.68465500020939,394.2720489534,0.000459829403046867,0.984449622017931,"logistic",43462,71,43391,0.00956841026842883,5.75215130458792e-05,0,"",FALSE,FALSE,FALSE,"Cystic renal disease",15,"Congenital anomalies","mediumspringgreen",NA,"23"
