"phenotype","snp","adjustment","beta","SE","OR","p","type","n_total","n_cases","n_controls","HWE_p","allele_freq","n_no_snp","note","p.value","bonferroni","fdr","description","groupnum","group","color","X","order_num"
442.1,"chr8_80513997_G_A_A",NA,1.18870243188132,1.05060437345659,3.28281876160983,0.25786729308648,"logistic",43459,232,43227,0.114504452225105,0.000690305805471824,3,"",FALSE,FALSE,FALSE,"Aortic aneurysm",8,"Circulatory system","red",NA,"1"
427.2,"chr8_80513997_G_A_A",NA,0.865842484828311,0.75961255721118,2.37700783567517,0.254349834752142,"logistic",43459,680,42779,0.114504452225105,0.000690305805471824,3,"",FALSE,FALSE,FALSE,"Atrial fibrillation and flutter",8,"Circulatory system","red",NA,"2"
426,"chr8_80513997_G_A_A",NA,-11.5113192450746,173.589939230466,1.00160751055779e-05,0.947128406001852,"logistic",43459,808,42651,0.114504452225105,0.000690305805471824,3,"",FALSE,FALSE,FALSE,"Cardiac conduction defects",8,"Circulatory system","red",NA,"3"
425,"chr8_80513997_G_A_A",NA,-11.2121986683522,292.103955623082,1.35084023699877e-05,0.969381298182456,"logistic",43459,233,43226,0.114504452225105,0.000690305805471824,3,"",FALSE,FALSE,FALSE,"Cardiomyopathy",8,"Circulatory system","red",NA,"4"
421,"chr8_80513997_G_A_A",NA,0.141767058401764,0.393272743629464,1.15230819675841,0.718488020709714,"logistic",43459,6518,36941,0.114504452225105,0.000690305805471824,3,"",FALSE,FALSE,FALSE,"Cardiovascular disease",8,"Circulatory system","red",NA,"5"
411,"chr8_80513997_G_A_A",NA,-0.496534038188002,0.569960389714224,0.608636519123031,0.383659761583122,"logistic",43459,4094,39365,0.114504452225105,0.000690305805471824,3,"",FALSE,FALSE,FALSE,"Coronary heart disease",8,"Circulatory system","red",NA,"6"
428,"chr8_80513997_G_A_A",NA,-11.960420127119,171.363247159031,6.39227628343218e-06,0.944356258879411,"logistic",43459,1360,42099,0.114504452225105,0.000690305805471824,3,"",FALSE,FALSE,FALSE,"Heart failure",8,"Circulatory system","red",NA,"7"
395,"chr8_80513997_G_A_A",NA,-0.605922067391101,1.03126252614083,0.545571141284956,0.556831925736604,"logistic",43459,1313,42146,0.114504452225105,0.000690305805471824,3,"",FALSE,FALSE,FALSE,"Non-rheumatic valvular heart disease",8,"Circulatory system","red",NA,"8"
401,"chr8_80513997_G_A_A",NA,0.0171797461587664,0.345276470783906,1.01732816672213,0.960316437596736,"logistic",43459,12224,31235,0.114504452225105,0.000690305805471824,3,"",FALSE,FALSE,FALSE,"Hypertension",8,"Circulatory system","red",NA,"9"
425.1,"chr8_80513997_G_A_A",NA,-11.5675518659368,471.672841116127,9.4683881995153e-06,0.980434222350681,"logistic",43459,122,43337,0.114504452225105,0.000690305805471824,3,"",FALSE,FALSE,FALSE,"Hypertrophic cardiomyopathy",8,"Circulatory system","red",NA,"10"
430.2,"chr8_80513997_G_A_A",NA,-10.6903924505599,289.409050003159,2.27625833644092e-05,0.97053388712947,"logistic",43459,123,43336,0.114504452225105,0.000690305805471824,3,"",FALSE,FALSE,FALSE,"Intracerebral haemorrhage",8,"Circulatory system","red",NA,"11"
433.2,"chr8_80513997_G_A_A",NA,-0.0168200699789554,1.03159224390304,0.983320597614277,0.986991100787943,"logistic",43459,690,42769,0.114504452225105,0.000690305805471824,3,"",FALSE,FALSE,FALSE,"Ischemic stroke",8,"Circulatory system","red",NA,"12"
443,"chr8_80513997_G_A_A",NA,0.741882765160211,0.741864489419024,2.09988538603257,0.317298586171206,"logistic",43459,712,42747,0.114504452225105,0.000690305805471824,3,"",FALSE,FALSE,FALSE,"Peripheral arterial disease",8,"Circulatory system","red",NA,"13"
454.1,"chr8_80513997_G_A_A",NA,0.20535543765462,0.526946005293497,1.2279614511427,0.696751969581136,"logistic",43459,2200,41259,0.114504452225105,0.000690305805471824,3,"",FALSE,FALSE,FALSE,"Peripheral venous and lymphatic disease",8,"Circulatory system","red",NA,"14"
402,"chr8_80513997_G_A_A",NA,1.56639627049389,1.02685523303437,4.78935750804361,0.127151761285421,"logistic",43459,167,43292,0.114504452225105,0.000690305805471824,3,"",FALSE,FALSE,FALSE,"Portal hypertension",8,"Circulatory system","red",NA,"15"
