"phenotype","snp","adjustment","beta","SE","OR","p","type","n_total","n_cases","n_controls","HWE_p","allele_freq","n_no_snp","note","p.value","bonferroni","fdr","description","groupnum","group","color","X","order_num"
442.1,"chr3_119488978_G_A_A",NA,-9.71974498344089,281.381985827575,6.00853213450603e-05,0.972444247136532,"logistic",43455,232,43223,0.0153106454201072,9.20492463467955e-05,7,"",FALSE,FALSE,FALSE,"Aortic aneurysm",8,"Circulatory system","red",NA,"1"
427.2,"chr3_119488978_G_A_A",NA,-9.7105801300414,177.479876066497,6.06385256526658e-05,0.956366557227685,"logistic",43455,680,42775,0.0153106454201072,9.20492463467955e-05,7,"",FALSE,FALSE,FALSE,"Atrial fibrillation and flutter",8,"Circulatory system","red",NA,"2"
426,"chr3_119488978_G_A_A",NA,-9.89409805095443,178.604350387644,5.04716860621756e-05,0.955822396122991,"logistic",43455,808,42647,0.0153106454201072,9.20492463467955e-05,7,"",FALSE,FALSE,FALSE,"Cardiac conduction defects",8,"Circulatory system","red",NA,"3"
425,"chr3_119488978_G_A_A",NA,-9.71591691922875,296.510923627647,6.03157726231005e-05,0.973860008361581,"logistic",43455,233,43222,0.0153106454201072,9.20492463467955e-05,7,"",FALSE,FALSE,FALSE,"Cardiomyopathy",8,"Circulatory system","red",NA,"4"
421,"chr3_119488978_G_A_A",NA,0.278685819030739,0.929554605064411,1.32139212238783,0.764325326238004,"logistic",43455,6519,36936,0.0153106454201072,9.20492463467955e-05,7,"",FALSE,FALSE,FALSE,"Cardiovascular disease",8,"Circulatory system","red",NA,"5"
411,"chr3_119488978_G_A_A",NA,0.818290316158372,1.00847508498857,2.26662131711435,0.417128238907998,"logistic",43455,4094,39361,0.0153106454201072,9.20492463467955e-05,7,"",FALSE,FALSE,FALSE,"Coronary heart disease",8,"Circulatory system","red",NA,"6"
428,"chr3_119488978_G_A_A",NA,-10.3268750134745,175.449938231781,3.27412432447853e-05,0.953064110049361,"logistic",43455,1360,42095,0.0153106454201072,9.20492463467955e-05,7,"",FALSE,FALSE,FALSE,"Heart failure",8,"Circulatory system","red",NA,"7"
395,"chr3_119488978_G_A_A",NA,-10.1677689239819,176.904501498955,3.83878742114438e-05,0.954165997625429,"logistic",43455,1313,42142,0.0153106454201072,9.20492463467955e-05,7,"",FALSE,FALSE,FALSE,"Non-rheumatic valvular heart disease",8,"Circulatory system","red",NA,"8"
401,"chr3_119488978_G_A_A",NA,0.502897023339619,0.891585401681185,1.65350458003584,0.572721419380615,"logistic",43455,12224,31231,0.0153106454201072,9.20492463467955e-05,7,"",FALSE,FALSE,FALSE,"Hypertension",8,"Circulatory system","red",NA,"9"
425.1,"chr3_119488978_G_A_A",NA,-8.57641275429407,292.872423711202,0.000188499961693438,0.976638259962273,"logistic",43455,122,43333,0.0153106454201072,9.20492463467955e-05,7,"",FALSE,FALSE,FALSE,"Hypertrophic cardiomyopathy",8,"Circulatory system","red",NA,"10"
430.2,"chr3_119488978_G_A_A",NA,-8.98769672723698,296.96367040106,0.000124937527294683,0.975855464693036,"logistic",43455,123,43332,0.0153106454201072,9.20492463467955e-05,7,"",FALSE,FALSE,FALSE,"Intracerebral haemorrhage",8,"Circulatory system","red",NA,"11"
433.2,"chr3_119488978_G_A_A",NA,-9.69122323058916,177.591722287607,6.18237334640224e-05,0.956480847006021,"logistic",43455,691,42764,0.0153106454201072,9.20492463467955e-05,7,"",FALSE,FALSE,FALSE,"Ischemic stroke",8,"Circulatory system","red",NA,"12"
