"phenotype","snp","adjustment","beta","SE","OR","p","type","n_total","n_cases","n_controls","HWE_p","allele_freq","n_no_snp","note","p.value","bonferroni","fdr","description","groupnum","group","color","X","order_num"
442.1,"chr1_972144_A_G_G",NA,-10.0481183391494,330.508108218602,4.32670864943838e-05,0.97574642368482,"logistic",43462,232,43230,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Aortic aneurysm",8,"Circulatory system","red",NA,"1"
427.2,"chr1_972144_A_G_G",NA,-10.0738100765593,210.488360156392,4.2169637915029e-05,0.961828434775262,"logistic",43462,680,42782,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Atrial fibrillation and flutter",8,"Circulatory system","red",NA,"2"
426,"chr1_972144_A_G_G",NA,-10.4934704948242,212.297063722342,2.7716837018515e-05,0.960578022352871,"logistic",43462,808,42654,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Cardiac conduction defects",8,"Circulatory system","red",NA,"3"
425,"chr1_972144_A_G_G",NA,-10.3540723199396,351.363254041599,3.18627698230658e-05,0.976491113283214,"logistic",43462,233,43229,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Cardiomyopathy",8,"Circulatory system","red",NA,"4"
421,"chr1_972144_A_G_G",NA,-1.19562207328839,1.05794736096308,0.302515708695273,0.258419848474794,"logistic",43462,6519,36943,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Cardiovascular disease",8,"Circulatory system","red",NA,"5"
411,"chr1_972144_A_G_G",NA,-0.670177843815017,1.07849888601883,0.51161758167268,0.53433730395987,"logistic",43462,4094,39368,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Coronary heart disease",8,"Circulatory system","red",NA,"6"
428,"chr1_972144_A_G_G",NA,-10.0521124575879,127.077988668002,4.30946172869428e-05,0.936951559089231,"logistic",43462,1360,42102,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Heart failure",8,"Circulatory system","red",NA,"7"
395,"chr1_972144_A_G_G",NA,-10.0788545413838,128.094821419146,4.19574502963484e-05,0.937284955691004,"logistic",43462,1313,42149,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Non-rheumatic valvular heart disease",8,"Circulatory system","red",NA,"8"
401,"chr1_972144_A_G_G",NA,0.305255819846309,0.593374702077293,1.35697209900112,0.606944236578875,"logistic",43462,12224,31238,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Hypertension",8,"Circulatory system","red",NA,"9"
425.1,"chr1_972144_A_G_G",NA,-9.84539969588825,346.565664786279,5.2990405140375e-05,0.977336370215661,"logistic",43462,122,43340,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Hypertrophic cardiomyopathy",8,"Circulatory system","red",NA,"10"
430.2,"chr1_972144_A_G_G",NA,-9.86709383021335,348.218916492393,5.18532040699526e-05,0.977394253904245,"logistic",43462,123,43339,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Intracerebral haemorrhage",8,"Circulatory system","red",NA,"11"
433.2,"chr1_972144_A_G_G",NA,-10.4555161466673,209.280772010949,2.87890299854533e-05,0.960154839688043,"logistic",43462,691,42771,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Ischemic stroke",8,"Circulatory system","red",NA,"12"
443,"chr1_972144_A_G_G",NA,-10.4496110480769,213.126028722854,2.8959534974766e-05,0.960895231617297,"logistic",43462,712,42750,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Peripheral arterial disease",8,"Circulatory system","red",NA,"13"
454.1,"chr1_972144_A_G_G",NA,0.652874103197827,0.774881501622727,1.9210542102542,0.399481829800292,"logistic",43462,2200,41262,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Peripheral venous and lymphatic disease",8,"Circulatory system","red",NA,"14"
402,"chr1_972144_A_G_G",NA,-10.1254032659046,345.911287676248,4.0049143681893e-05,0.976647916200808,"logistic",43462,167,43295,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Portal hypertension",8,"Circulatory system","red",NA,"15"
415.2,"chr1_972144_A_G_G",NA,-9.47430672304342,348.886988698971,7.67999381581479e-05,0.978335465901303,"logistic",43462,131,43331,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Pulmonary hypertension",8,"Circulatory system","red",NA,"16"
394,"chr1_972144_A_G_G",NA,-10.3496267911884,355.214826212314,3.20047319970752e-05,0.97675592741237,"logistic",43462,211,43251,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Rheumatic valve disorder",8,"Circulatory system","red",NA,"17"
430.1,"chr1_972144_A_G_G",NA,-9.67618995575005,359.117379170114,6.27601678423921e-05,0.978504107721672,"logistic",43462,109,43353,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Subarachnoid haemorrhage",8,"Circulatory system","red",NA,"18"
430.3,"chr1_972144_A_G_G",NA,-9.41361657456461,348.883720378964,8.16052814395652e-05,0.978474008351746,"logistic",43462,121,43341,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Subdural haematoma",8,"Circulatory system","red",NA,"19"
427.11,"chr1_972144_A_G_G",NA,-9.49741731359101,215.707900351853,7.50453985474166e-05,0.964881235259659,"logistic",43462,276,43186,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Supraventricular tachycardia",8,"Circulatory system","red",NA,"20"
452,"chr1_972144_A_G_G",NA,-9.6914686614957,131.728196942993,6.18085618709376e-05,0.941351182523457,"logistic",43462,843,42619,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Venous thromboembolism",8,"Circulatory system","red",NA,"21"
747,"chr1_972144_A_G_G",NA,-10.1166756266664,218.639043428292,4.04002079122986e-05,0.963094149485283,"logistic",43462,442,43020,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Congenital cardiac disease",15,"Congenital anomalies","mediumspringgreen",NA,"22"
751.21,"chr1_972144_A_G_G",NA,-8.95411807536452,361.937082403728,0.000129203991211309,0.980262801986555,"logistic",43462,71,43391,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Cystic renal disease",15,"Congenital anomalies","mediumspringgreen",NA,"23"
704.1,"chr1_972144_A_G_G",NA,-10.5495580553911,219.068003769057,2.62050594937777e-05,0.961591482505691,"logistic",43462,703,42759,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Alopecia",13,"Dermatologic","firebrick",NA,"24"
707,"chr1_972144_A_G_G",NA,-9.67457167366923,130.897637613397,6.28618137210699e-05,0.941082440834065,"logistic",43462,912,42550,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Chronic ulcer of skin",13,"Dermatologic","firebrick",NA,"25"
685,"chr1_972144_A_G_G",NA,0.383017980145732,0.507486092322591,1.4667044013902,0.450407452575545,"logistic",43462,12421,31041,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Dermatitis",13,"Dermatologic","firebrick",NA,"26"
705.3,"chr1_972144_A_G_G",NA,-9.17648977465787,219.732120787506,0.000103443004855943,0.966688294134081,"logistic",43462,219,43243,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Hidradenitis suppurativa",13,"Dermatologic","firebrick",NA,"27"
695.7,"chr1_972144_A_G_G",NA,-10.644481015651,216.218791329007,2.38320077907359e-05,0.96073589343155,"logistic",43462,658,42804,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Lichen planus",13,"Dermatologic","firebrick",NA,"28"
696.4,"chr1_972144_A_G_G",NA,0.387713055860294,1.03551609898033,1.47360688075754,0.708095372424156,"logistic",43462,1493,41969,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Psoriasis",13,"Dermatologic","firebrick",NA,"29"
695.3,"chr1_972144_A_G_G",NA,-10.4429619868891,215.593462247384,2.91527302666774e-05,0.961367005680423,"logistic",43462,607,42855,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Rosacea",13,"Dermatologic","firebrick",NA,"30"
690.1,"chr1_972144_A_G_G",NA,-0.334536203144094,1.03417572050853,0.715669934857118,0.746330989470566,"logistic",43462,2953,40509,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Seborrheic dermatitis",13,"Dermatologic","firebrick",NA,"31"
686,"chr1_972144_A_G_G",NA,0.777633729808821,0.649031282753948,2.17631641517667,0.230860486647796,"logistic",43462,3119,40343,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Urticaria",13,"Dermatologic","firebrick",NA,"32"
694.1,"chr1_972144_A_G_G",NA,-10.4380377963009,220.433299641667,2.92966378901743e-05,0.962232394586657,"logistic",43462,564,42898,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Vitiligo",13,"Dermatologic","firebrick",NA,"33"
530.13,"chr1_972144_A_G_G",NA,-9.20312493543275,353.282467868372,0.000100724153052776,0.979217194374222,"logistic",43462,106,43356,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Barretts oesophagus",10,"Digestive","chartreuse4",NA,"34"
574.1,"chr1_972144_A_G_G",NA,-0.158146060118305,1.05067450057996,0.853725077675696,0.880355473298543,"logistic",43462,2501,40961,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Cholelithiasis",10,"Digestive","chartreuse4",NA,"35"
557.1,"chr1_972144_A_G_G",NA,-8.87296807489442,360.488530581064,0.000140126065189112,0.980363066079476,"logistic",43462,147,43315,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Coeliac disease",10,"Digestive","chartreuse4",NA,"36"
563,"chr1_972144_A_G_G",NA,-0.526921044975646,0.651944414561259,0.59042005074969,0.418958181166776,"logistic",43462,9707,33755,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Constipation",10,"Digestive","chartreuse4",NA,"37"
555.1,"chr1_972144_A_G_G",NA,-9.73403357250612,219.926859794664,5.92328913930481e-05,0.964696899329871,"logistic",43462,319,43143,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Crohns disease",10,"Digestive","chartreuse4",NA,"38"
562,"chr1_972144_A_G_G",NA,-9.78371641307395,128.483221222524,5.63619420784408e-05,0.939301500582823,"logistic",43462,960,42502,0.030616005457333,0.000184068841746813,0,"",FALSE,FALSE,FALSE,"Diverticular disease",10,"Digestive","chartreuse4",NA,"39"
