"phenotype","snp","adjustment","beta","SE","OR","p","type","n_total","n_cases","n_controls","HWE_p","allele_freq","n_no_snp","note","p.value","bonferroni","fdr","description","groupnum","group","color","X","order_num"
442.1,"chr9_127404047_G_A_A",NA,3.46247657684342,1.29877133911963,31.8958713561757,0.00767680989911072,"logistic",43462,232,43230,0.0191365451356683,0.000115043026091758,0,"",TRUE,FALSE,FALSE,"Aortic aneurysm",8,"Circulatory system","red",NA,"1"
427.2,"chr9_127404047_G_A_A",NA,-10.3010771520729,250.277092350816,3.35968867320271e-05,0.967169386688886,"logistic",43462,680,42782,0.0191365451356683,0.000115043026091758,0,"",FALSE,FALSE,FALSE,"Atrial fibrillation and flutter",8,"Circulatory system","red",NA,"2"
426,"chr9_127404047_G_A_A",NA,-9.57765531980606,156.204041665721,6.92591480507194e-05,0.951108322037803,"logistic",43462,808,42654,0.0191365451356683,0.000115043026091758,0,"",FALSE,FALSE,FALSE,"Cardiac conduction defects",8,"Circulatory system","red",NA,"3"
425,"chr9_127404047_G_A_A",NA,-9.33006022784871,261.977816025532,8.87168937075369e-05,0.971590198928258,"logistic",43462,233,43229,0.0191365451356683,0.000115043026091758,0,"",FALSE,FALSE,FALSE,"Cardiomyopathy",8,"Circulatory system","red",NA,"4"
421,"chr9_127404047_G_A_A",NA,-0.774576003346216,1.18989383298998,0.460899159277436,0.515070835906677,"logistic",43462,6519,36943,0.0191365451356683,0.000115043026091758,0,"",FALSE,FALSE,FALSE,"Cardiovascular disease",8,"Circulatory system","red",NA,"5"
411,"chr9_127404047_G_A_A",NA,-10.4955883080926,87.1171875189337,2.76582000463139e-05,0.904105562790634,"logistic",43462,4094,39368,0.0191365451356683,0.000115043026091758,0,"",FALSE,FALSE,FALSE,"Coronary heart disease",8,"Circulatory system","red",NA,"6"
428,"chr9_127404047_G_A_A",NA,-10.1989081295835,151.165071392843,3.72109260204111e-05,0.946208593349861,"logistic",43462,1360,42102,0.0191365451356683,0.000115043026091758,0,"",FALSE,FALSE,FALSE,"Heart failure",8,"Circulatory system","red",NA,"7"
395,"chr9_127404047_G_A_A",NA,-10.2034457514197,153.104874971834,3.70424594178835e-05,0.946865509424282,"logistic",43462,1313,42149,0.0191365451356683,0.000115043026091758,0,"",FALSE,FALSE,FALSE,"Non-rheumatic valvular heart disease",8,"Circulatory system","red",NA,"8"
401,"chr9_127404047_G_A_A",NA,-0.903922395626541,1.07015408452518,0.404978056175373,0.398297543164799,"logistic",43462,12224,31238,0.0191365451356683,0.000115043026091758,0,"",FALSE,FALSE,FALSE,"Hypertension",8,"Circulatory system","red",NA,"9"
425.1,"chr9_127404047_G_A_A",NA,-9.7947490525814,422.126391326998,5.57435386730845e-05,0.981488061406181,"logistic",43462,122,43340,0.0191365451356683,0.000115043026091758,0,"",FALSE,FALSE,FALSE,"Hypertrophic cardiomyopathy",8,"Circulatory system","red",NA,"10"
430.2,"chr9_127404047_G_A_A",NA,-9.62859709864978,435.680411695979,6.58193230973907e-05,0.982368076622297,"logistic",43462,123,43339,0.0191365451356683,0.000115043026091758,0,"",FALSE,FALSE,FALSE,"Intracerebral haemorrhage",8,"Circulatory system","red",NA,"11"
