"phenotype","snp","adjustment","beta","SE","OR","p","type","n_total","n_cases","n_controls","HWE_p","allele_freq","n_no_snp","note","p.value","bonferroni","fdr","description","groupnum","group","color","X","order_num"
442.1,"chr12_109903037_C_T_T",NA,2.93693641100812,1.2613592629425,18.8579846112114,0.0198913992587044,"logistic",43462,232,43230,0.0210500179355821,0.000126547328700934,0,"",TRUE,FALSE,FALSE,"Aortic aneurysm",8,"Circulatory system","red",NA,"1"
427.2,"chr12_109903037_C_T_T",NA,1.71890012858035,1.16239915917532,5.57838957763779,0.139206598025383,"logistic",43462,680,42782,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Atrial fibrillation and flutter",8,"Circulatory system","red",NA,"2"
426,"chr12_109903037_C_T_T",NA,1.57966951454125,1.15148831067787,4.85335158404042,0.170110063804736,"logistic",43462,808,42654,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Cardiac conduction defects",8,"Circulatory system","red",NA,"3"
425,"chr12_109903037_C_T_T",NA,-9.33677656064688,240.388435027382,8.81230380231408e-05,0.969017655842969,"logistic",43462,233,43229,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Cardiomyopathy",8,"Circulatory system","red",NA,"4"
421,"chr12_109903037_C_T_T",NA,0.000181835163080208,0.92996409489558,1.0001818516961,0.999843990247468,"logistic",43462,6519,36943,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Cardiovascular disease",8,"Circulatory system","red",NA,"5"
411,"chr12_109903037_C_T_T",NA,0.600964433388044,1.00800124809608,1.82387696027636,0.551045542459878,"logistic",43462,4094,39368,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Coronary heart disease",8,"Circulatory system","red",NA,"6"
428,"chr12_109903037_C_T_T",NA,2.09596959470735,0.953034495469996,8.13332317542692,0.0278595184601224,"logistic",43462,1360,42102,0.0210500179355821,0.000126547328700934,0,"",TRUE,FALSE,FALSE,"Heart failure",8,"Circulatory system","red",NA,"7"
395,"chr12_109903037_C_T_T",NA,2.13983296474648,0.91630123154902,8.49801804173082,0.0195280562066946,"logistic",43462,1313,42149,0.0210500179355821,0.000126547328700934,0,"",TRUE,FALSE,FALSE,"Non-rheumatic valvular heart disease",8,"Circulatory system","red",NA,"8"
401,"chr12_109903037_C_T_T",NA,0.48439881570876,0.913575203119554,1.62319887379062,0.595957150995898,"logistic",43462,12224,31238,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Hypertension",8,"Circulatory system","red",NA,"9"
425.1,"chr12_109903037_C_T_T",NA,-9.39212624900794,390.355080885702,8.33779852720187e-05,0.980804375505143,"logistic",43462,122,43340,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Hypertrophic cardiomyopathy",8,"Circulatory system","red",NA,"10"
430.2,"chr12_109903037_C_T_T",NA,-9.49010904302648,399.169579856815,7.55958596338557e-05,0.981032376706177,"logistic",43462,123,43339,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Intracerebral haemorrhage",8,"Circulatory system","red",NA,"11"
433.2,"chr12_109903037_C_T_T",NA,1.82509943472547,1.1468666563771,6.20341182299012,0.111524322763381,"logistic",43462,691,42771,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Ischemic stroke",8,"Circulatory system","red",NA,"12"
443,"chr12_109903037_C_T_T",NA,1.73215744918952,1.13935495260426,5.65283646953432,0.128436450701509,"logistic",43462,712,42750,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Peripheral arterial disease",8,"Circulatory system","red",NA,"13"
454.1,"chr12_109903037_C_T_T",NA,1.45282590168726,0.834732515376627,4.27517869573588,0.0817767334399585,"logistic",43462,2200,41262,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Peripheral venous and lymphatic disease",8,"Circulatory system","red",NA,"14"
402,"chr12_109903037_C_T_T",NA,-10.1027673717186,390.027446804764,4.09660299816827e-05,0.979334939476907,"logistic",43462,167,43295,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Portal hypertension",8,"Circulatory system","red",NA,"15"
415.2,"chr12_109903037_C_T_T",NA,-10.0942110597102,396.67450027445,4.13180519733114e-05,0.979698352171578,"logistic",43462,131,43331,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Pulmonary hypertension",8,"Circulatory system","red",NA,"16"
394,"chr12_109903037_C_T_T",NA,-9.19789420695641,249.393959474642,0.000101252394086702,0.970579903350356,"logistic",43462,211,43251,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Rheumatic valve disorder",8,"Circulatory system","red",NA,"17"
430.1,"chr12_109903037_C_T_T",NA,-9.32299702335506,428.571951805541,8.93457374815639e-05,0.982644480800398,"logistic",43462,109,43353,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Subarachnoid haemorrhage",8,"Circulatory system","red",NA,"18"
430.3,"chr12_109903037_C_T_T",NA,-9.6432374996235,413.314852825884,6.48627214180507e-05,0.981385879899346,"logistic",43462,121,43341,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Subdural haematoma",8,"Circulatory system","red",NA,"19"
427.11,"chr12_109903037_C_T_T",NA,-9.4689248860472,253.125694985,7.7214377127802e-05,0.970159697561752,"logistic",43462,276,43186,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Supraventricular tachycardia",8,"Circulatory system","red",NA,"20"
452,"chr12_109903037_C_T_T",NA,-9.81606928507053,154.74863406963,5.4567653087298e-05,0.949422228737492,"logistic",43462,843,42619,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Venous thromboembolism",8,"Circulatory system","red",NA,"21"
747,"chr12_109903037_C_T_T",NA,2.41008223155827,1.06927121750163,11.1348767456851,0.0241994095149996,"logistic",43462,442,43020,0.0210500179355821,0.000126547328700934,0,"",TRUE,FALSE,FALSE,"Congenital cardiac disease",15,"Congenital anomalies","mediumspringgreen",NA,"22"
751.21,"chr12_109903037_C_T_T",NA,-9.46437937795248,429.013534117365,7.75661546020516e-05,0.982399460382283,"logistic",43462,71,43391,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Cystic renal disease",15,"Congenital anomalies","mediumspringgreen",NA,"23"
704.1,"chr12_109903037_C_T_T",NA,-9.08334251604702,160.827292824148,0.000113541458336958,0.954960334130169,"logistic",43462,703,42759,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Alopecia",13,"Dermatologic","firebrick",NA,"24"
707,"chr12_109903037_C_T_T",NA,1.36129464022831,1.09527111171253,3.9012407369823,0.213910683502623,"logistic",43462,912,42550,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Chronic ulcer of skin",13,"Dermatologic","firebrick",NA,"25"
685,"chr12_109903037_C_T_T",NA,0.192757955955281,0.689246161028794,1.2125892579877,0.779734612937159,"logistic",43462,12421,31041,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Dermatitis",13,"Dermatologic","firebrick",NA,"26"
705.3,"chr12_109903037_C_T_T",NA,-9.18002969776093,263.695711337977,0.00010307747193413,0.972228881935802,"logistic",43462,219,43243,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Hidradenitis suppurativa",13,"Dermatologic","firebrick",NA,"27"
695.7,"chr12_109903037_C_T_T",NA,-9.31862489445945,152.413834376305,8.97372237527045e-05,0.9512474883256,"logistic",43462,658,42804,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Lichen planus",13,"Dermatologic","firebrick",NA,"28"
696.4,"chr12_109903037_C_T_T",NA,-10.0461389907074,158.347466726743,4.33528119469125e-05,0.949413240964044,"logistic",43462,1493,41969,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Psoriasis",13,"Dermatologic","firebrick",NA,"29"
695.3,"chr12_109903037_C_T_T",NA,-9.3103371800268,154.538855406594,9.04840306235806e-05,0.951959764681627,"logistic",43462,607,42855,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Rosacea",13,"Dermatologic","firebrick",NA,"30"
690.1,"chr12_109903037_C_T_T",NA,0.530567927811165,1.05730896562421,1.69989745356629,0.615801367306003,"logistic",43462,2953,40509,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Seborrheic dermatitis",13,"Dermatologic","firebrick",NA,"31"
686,"chr12_109903037_C_T_T",NA,0.476917656201105,1.06903310473182,1.61110077443389,0.655510156101692,"logistic",43462,3119,40343,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Urticaria",13,"Dermatologic","firebrick",NA,"32"
694.1,"chr12_109903037_C_T_T",NA,-8.86382596194031,159.920378446705,0.000141412987134571,0.955798688789732,"logistic",43462,564,42898,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Vitiligo",13,"Dermatologic","firebrick",NA,"33"
530.13,"chr12_109903037_C_T_T",NA,3.45836599269566,1.15348666729666,31.7650297948587,0.00271593087141847,"logistic",43462,106,43356,0.0210500179355821,0.000126547328700934,0,"",TRUE,FALSE,FALSE,"Barretts oesophagus",10,"Digestive","chartreuse4",NA,"34"
574.1,"chr12_109903037_C_T_T",NA,0.346285771008108,1.08119425677168,1.41380658302637,0.748755469920049,"logistic",43462,2501,40961,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Cholelithiasis",10,"Digestive","chartreuse4",NA,"35"
557.1,"chr12_109903037_C_T_T",NA,3.03958991530751,1.07897877355328,20.8966720724206,0.00484596010642578,"logistic",43462,147,43315,0.0210500179355821,0.000126547328700934,0,"",TRUE,FALSE,FALSE,"Coeliac disease",10,"Digestive","chartreuse4",NA,"36"
563,"chr12_109903037_C_T_T",NA,-0.145890221723185,0.806259850342907,0.864252574135484,0.856409254357015,"logistic",43462,9707,33755,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Constipation",10,"Digestive","chartreuse4",NA,"37"
555.1,"chr12_109903037_C_T_T",NA,-9.47083973727952,264.448274337653,7.70666645515442e-05,0.971431003809918,"logistic",43462,319,43143,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Crohns disease",10,"Digestive","chartreuse4",NA,"38"
562,"chr12_109903037_C_T_T",NA,-9.89356866688577,144.701687782861,5.0498412042225e-05,0.945489373608863,"logistic",43462,960,42502,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Diverticular disease",10,"Digestive","chartreuse4",NA,"39"
535,"chr12_109903037_C_T_T",NA,0.00644883787924475,0.845862591918614,1.00646967640492,0.993917004508543,"logistic",43462,8550,34912,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Gastritis and duodenitis",10,"Digestive","chartreuse4",NA,"40"
530.11,"chr12_109903037_C_T_T",NA,-0.0415260944153865,0.830610135262004,0.959324302008032,0.960126621532681,"logistic",43462,9153,34309,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Gastro-oesophageal reflux disease",10,"Digestive","chartreuse4",NA,"41"
565.1,"chr12_109903037_C_T_T",NA,0.562217919412221,1.11626843103941,1.75455965992889,0.614501479251505,"logistic",43462,2397,41065,0.0210500179355821,0.000126547328700934,0,"",FALSE,FALSE,FALSE,"Gastrointestinal polyp",10,"Digestive","chartreuse4",NA,"42"
