"phenotype","snp","adjustment","beta","SE","OR","p","type","n_total","n_cases","n_controls","HWE_p","allele_freq","n_no_snp","note","p.value","bonferroni","fdr","description","groupnum","group","color","X","order_num"
442.1,"chr1_228414862_G_C_C",NA,0.306309069744075,0.956508627638027,1.35840208265854,0.748788980924906,"logistic",43462,232,43230,1,0.00146104643136533,0,"",FALSE,FALSE,FALSE,"Aortic aneurysm",8,"Circulatory system","red",NA,"1"
427.2,"chr1_228414862_G_C_C",NA,0.722975618128874,0.498042053264766,2.06055552366545,0.146602930386305,"logistic",43462,680,42782,1,0.00146104643136533,0,"",FALSE,FALSE,FALSE,"Atrial fibrillation and flutter",8,"Circulatory system","red",NA,"2"
426,"chr1_228414862_G_C_C",NA,0.609793614042215,0.496740625528682,1.8400515987787,0.219601076736914,"logistic",43462,808,42654,1,0.00146104643136533,0,"",FALSE,FALSE,FALSE,"Cardiac conduction defects",8,"Circulatory system","red",NA,"3"
425,"chr1_228414862_G_C_C",NA,0.50341116470978,0.975288754171382,1.65435493372846,0.605738281624036,"logistic",43462,233,43229,1,0.00146104643136533,0,"",FALSE,FALSE,FALSE,"Cardiomyopathy",8,"Circulatory system","red",NA,"4"
421,"chr1_228414862_G_C_C",NA,0.681627481124652,0.234254950640346,1.97709279650059,0.00361697521890894,"logistic",43462,6519,36943,1,0.00146104643136533,0,"",TRUE,FALSE,FALSE,"Cardiovascular disease",8,"Circulatory system","red",NA,"5"
411,"chr1_228414862_G_C_C",NA,0.171204972964657,0.310414036363343,1.18673397247434,0.581265286411896,"logistic",43462,4094,39368,1,0.00146104643136533,0,"",FALSE,FALSE,FALSE,"Coronary heart disease",8,"Circulatory system","red",NA,"6"
428,"chr1_228414862_G_C_C",NA,0.983326480573668,0.358842595165403,2.67333426195153,0.00613882719038067,"logistic",43462,1360,42102,1,0.00146104643136533,0,"",TRUE,FALSE,FALSE,"Heart failure",8,"Circulatory system","red",NA,"7"
395,"chr1_228414862_G_C_C",NA,-0.16423396200355,0.573520679574615,0.848543471723772,0.774601633055894,"logistic",43462,1313,42149,1,0.00146104643136533,0,"",FALSE,FALSE,FALSE,"Non-rheumatic valvular heart disease",8,"Circulatory system","red",NA,"8"
401,"chr1_228414862_G_C_C",NA,-0.130069340477066,0.239117193235252,0.878034545475409,0.586471439186858,"logistic",43462,12224,31238,1,0.00146104643136533,0,"",FALSE,FALSE,FALSE,"Hypertension",8,"Circulatory system","red",NA,"9"
425.1,"chr1_228414862_G_C_C",NA,-11.321551961436,321.219339368634,1.2109116474077e-05,0.97188394193591,"logistic",43462,122,43340,1,0.00146104643136533,0,"",FALSE,FALSE,FALSE,"Hypertrophic cardiomyopathy",8,"Circulatory system","red",NA,"10"
430.2,"chr1_228414862_G_C_C",NA,-11.2025103913214,319.683065800354,1.36399115343506e-05,0.972045810268303,"logistic",43462,123,43339,1,0.00146104643136533,0,"",FALSE,FALSE,FALSE,"Intracerebral haemorrhage",8,"Circulatory system","red",NA,"11"
433.2,"chr1_228414862_G_C_C",NA,0.856919350278906,0.449140031010764,2.35589182554088,0.0564026787023664,"logistic",43462,691,42771,1,0.00146104643136533,0,"",FALSE,FALSE,FALSE,"Ischemic stroke",8,"Circulatory system","red",NA,"12"
