"phenotype","snp","adjustment","beta","SE","OR","p","type","n_total","n_cases","n_controls","HWE_p","allele_freq","n_no_snp","note","p.value","bonferroni","fdr","description","groupnum","group","color","X","order_num"
442.1,"chr6_43130655_G_A_A",NA,3.52774019073879,1.24433885065443,34.0469410221923,0.00458211268004694,"logistic",43462,232,43230,0.0248767212697024,0.000149555933919286,0,"",TRUE,FALSE,FALSE,"Aortic aneurysm",8,"Circulatory system","red",NA,"1"
427.2,"chr6_43130655_G_A_A",NA,-9.46231330146806,226.688459212881,7.77265778763732e-05,0.966704781174743,"logistic",43462,680,42782,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Atrial fibrillation and flutter",8,"Circulatory system","red",NA,"2"
426,"chr6_43130655_G_A_A",NA,-9.02275683744973,139.763855318865,0.000120633101550232,0.948526599058992,"logistic",43462,808,42654,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Cardiac conduction defects",8,"Circulatory system","red",NA,"3"
425,"chr6_43130655_G_A_A",NA,-9.0600173891702,227.928015665873,0.000116220955581866,0.968292862970807,"logistic",43462,233,43229,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Cardiomyopathy",8,"Circulatory system","red",NA,"4"
421,"chr6_43130655_G_A_A",NA,1.00765247810188,0.723041441742763,2.73916321590434,0.163429266769271,"logistic",43462,6519,36943,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Cardiovascular disease",8,"Circulatory system","red",NA,"5"
411,"chr6_43130655_G_A_A",NA,0.159752070490092,1.14942613530776,1.17321995908101,0.889462635390288,"logistic",43462,4094,39368,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Coronary heart disease",8,"Circulatory system","red",NA,"6"
428,"chr6_43130655_G_A_A",NA,-9.53938443961286,135.760191013623,7.19611304478822e-05,0.943981598600091,"logistic",43462,1360,42102,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Heart failure",8,"Circulatory system","red",NA,"7"
395,"chr6_43130655_G_A_A",NA,-9.57244600647437,138.507025489447,6.96208820287894e-05,0.944900765439139,"logistic",43462,1313,42149,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Non-rheumatic valvular heart disease",8,"Circulatory system","red",NA,"8"
401,"chr6_43130655_G_A_A",NA,0.339795415936194,0.683356104087367,1.40466019007586,0.619016281375824,"logistic",43462,12224,31238,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Hypertension",8,"Circulatory system","red",NA,"9"
425.1,"chr6_43130655_G_A_A",NA,-9.27648079752663,373.128443391569,9.35999416829216e-05,0.980165547440049,"logistic",43462,122,43340,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Hypertrophic cardiomyopathy",8,"Circulatory system","red",NA,"10"
430.2,"chr6_43130655_G_A_A",NA,-9.40908521397308,379.746193846819,8.19759034728067e-05,0.980232597800339,"logistic",43462,123,43339,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Intracerebral haemorrhage",8,"Circulatory system","red",NA,"11"
433.2,"chr6_43130655_G_A_A",NA,-9.82551972702882,226.758102693505,5.40543937328292e-05,0.965438156750951,"logistic",43462,691,42771,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Ischemic stroke",8,"Circulatory system","red",NA,"12"
443,"chr6_43130655_G_A_A",NA,2.11584836272992,1.08434323860541,8.296621325661,0.0510247240244809,"logistic",43462,712,42750,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Peripheral arterial disease",8,"Circulatory system","red",NA,"13"
454.1,"chr6_43130655_G_A_A",NA,-10.534241253016,144.607032574241,2.6609526877306e-05,0.941927579401599,"logistic",43462,2200,41262,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Peripheral venous and lymphatic disease",8,"Circulatory system","red",NA,"14"
402,"chr6_43130655_G_A_A",NA,-9.40881474846065,378.366772457329,8.19980781261505e-05,0.980161116275645,"logistic",43462,167,43295,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Portal hypertension",8,"Circulatory system","red",NA,"15"
415.2,"chr6_43130655_G_A_A",NA,-9.15180049102764,376.511246795618,0.000106028727011348,0.98060785327915,"logistic",43462,131,43331,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Pulmonary hypertension",8,"Circulatory system","red",NA,"16"
394,"chr6_43130655_G_A_A",NA,-9.00768401932364,235.401172080445,0.000122465154767161,0.96947619927148,"logistic",43462,211,43251,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Rheumatic valve disorder",8,"Circulatory system","red",NA,"17"
430.1,"chr6_43130655_G_A_A",NA,-9.35338434816213,397.360020738246,8.66715953195479e-05,0.981220476495471,"logistic",43462,109,43353,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Subarachnoid haemorrhage",8,"Circulatory system","red",NA,"18"
430.3,"chr6_43130655_G_A_A",NA,-9.07041613920572,387.95997575844,0.000115018664909987,0.981347339459684,"logistic",43462,121,43341,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Subdural haematoma",8,"Circulatory system","red",NA,"19"
427.11,"chr6_43130655_G_A_A",NA,-9.07778804814618,238.680174523274,0.00011417387546708,0.969661153826022,"logistic",43462,276,43186,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Supraventricular tachycardia",8,"Circulatory system","red",NA,"20"
452,"chr6_43130655_G_A_A",NA,-9.45373340382105,146.590705545247,7.83963330658476e-05,0.948579532718795,"logistic",43462,843,42619,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Venous thromboembolism",8,"Circulatory system","red",NA,"21"
747,"chr6_43130655_G_A_A",NA,2.23728337878306,1.04950324179595,9.36784779454077,0.0330270244607142,"logistic",43462,442,43020,0.0248767212697024,0.000149555933919286,0,"",TRUE,FALSE,FALSE,"Congenital cardiac disease",15,"Congenital anomalies","mediumspringgreen",NA,"22"
751.21,"chr6_43130655_G_A_A",NA,-8.92358843019785,400.772764663902,0.000133209373568534,0.982235805946883,"logistic",43462,71,43391,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Cystic renal disease",15,"Congenital anomalies","mediumspringgreen",NA,"23"
704.1,"chr6_43130655_G_A_A",NA,-9.35346780641429,147.399901376592,8.66643621615282e-05,0.949403073187722,"logistic",43462,703,42759,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Alopecia",13,"Dermatologic","firebrick",NA,"24"
707,"chr6_43130655_G_A_A",NA,-9.33510460896045,144.302016314816,8.82704987244095e-05,0.948419681866027,"logistic",43462,912,42550,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Chronic ulcer of skin",13,"Dermatologic","firebrick",NA,"25"
685,"chr6_43130655_G_A_A",NA,1.45571420043414,0.583441826002104,4.28754453853299,0.0125940798641214,"logistic",43462,12421,31041,0.0248767212697024,0.000149555933919286,0,"",TRUE,FALSE,FALSE,"Dermatitis",13,"Dermatologic","firebrick",NA,"26"
705.3,"chr6_43130655_G_A_A",NA,-9.10084374539574,243.390684735653,0.000111571630714959,0.970172519223584,"logistic",43462,219,43243,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Hidradenitis suppurativa",13,"Dermatologic","firebrick",NA,"27"
695.7,"chr6_43130655_G_A_A",NA,1.74463817708234,1.05622052181696,5.72383008780357,0.0985805186614837,"logistic",43462,658,42804,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Lichen planus",13,"Dermatologic","firebrick",NA,"28"
696.4,"chr6_43130655_G_A_A",NA,0.970594416679655,1.04668973081752,2.63951296366718,0.353771275724533,"logistic",43462,1493,41969,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Psoriasis",13,"Dermatologic","firebrick",NA,"29"
695.3,"chr6_43130655_G_A_A",NA,1.79049180653389,1.05800720983921,5.99239884270469,0.0905840677727691,"logistic",43462,607,42855,0.0248767212697024,0.000149555933919286,0,"",FALSE,FALSE,FALSE,"Rosacea",13,"Dermatologic","firebrick",NA,"30"
